<02:19:36.024>Start FDBS 
<02:19:36.325>FDBS; opened connection to oralv8a 
<02:19:37.569>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1, 'Sanama', 'Juergen', 'GB') 
<02:21:57.101>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4658, 'Sanama', 'Alexandre', 'I') 
<02:21:57.133>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4659, 'Jagger', 'Juergen', 'CMR') 
<02:21:57.133>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4659, 'Jagger', 'Juergen', 'CMR') 
<02:21:57.167>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4660, 'Ksaier', 'Elton', 'GB') 
<02:21:57.168>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4660, 'Ksaier', 'Elton', 'GB') 
<02:21:57.195>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4661, 'Dehler', 'Bjoern', 'D') 
<02:21:57.196>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4661, 'Dehler', 'Bjoern', 'D') 
<02:21:57.223>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4662, 'Tobert', 'Alexandre', 'TUN') 
<02:21:57.223>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4662, 'Tobert', 'Alexandre', 'TUN') 
<02:21:57.253>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4663, 'Nguentcheng', 'Freddie', 'CHN') 
<02:21:57.253>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4663, 'Nguentcheng', 'Freddie', 'CHN') 
<02:21:57.280>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4664, 'Meatloaf', 'Nico', 'USA') 
<02:21:57.280>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4664, 'Meatloaf', 'Nico', 'USA') 
<02:21:57.303>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4665, 'Stock', 'Kai', 'D') 
<02:21:57.303>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4665, 'Stock', 'Kai', 'D') 
<02:21:57.335>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4666, 'Dehler', 'Eros', 'CHN') 
<02:21:57.335>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4666, 'Dehler', 'Eros', 'CHN') 
<02:21:57.366>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4667, 'Meatloaf', 'Guildo', 'CHN') 
<02:21:57.366>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4667, 'Meatloaf', 'Guildo', 'CHN') 
<02:21:57.397>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4668, 'Jagger', 'Sinan', 'USA') 
<02:21:57.397>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4668, 'Jagger', 'Sinan', 'USA') 
<02:21:57.413>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4669, 'Kaas', 'Susi', 'GB') 
<02:21:57.413>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4669, 'Kaas', 'Susi', 'GB') 
<02:21:57.444>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4670, 'Gueclue', 'Aymen', 'TUN') 
<02:21:57.444>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4670, 'Gueclue', 'Aymen', 'TUN') 
<02:21:57.475>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4671, 'Englert', 'Andre', 'CHN') 
<02:21:57.475>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4671, 'Englert', 'Andre', 'CHN') 
<02:21:57.506>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4672, 'Maiwald', 'Freddie', 'GB') 
<02:21:57.506>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4672, 'Maiwald', 'Freddie', 'GB') 
<02:21:57.538>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4673, 'Tepel', 'Holger', 'I') 
<02:21:57.538>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4673, 'Tepel', 'Holger', 'I') 
<02:21:57.569>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4674, 'Wald', 'Eros', 'GB') 
<02:21:57.569>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4674, 'Wald', 'Eros', 'GB') 
<02:21:57.600>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4675, 'Knabe', 'Patricia', 'CMR') 
<02:21:57.600>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4675, 'Knabe', 'Patricia', 'CMR') 
<02:21:57.631>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4676, 'Meatloaf', 'Gerhard', 'F') 
<02:21:57.631>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4676, 'Meatloaf', 'Gerhard', 'F') 
<02:21:57.647>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4677, 'Sanama', 'Andre', 'GB') 
<02:21:57.663>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4677, 'Sanama', 'Andre', 'GB') 
<02:21:57.678>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4678, 'Niedeggen', 'Mario', 'CHN') 
<02:21:57.678>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4678, 'Niedeggen', 'Mario', 'CHN') 
<02:21:57.710>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4679, 'Niedeggen', 'Daniel', 'F') 
<02:21:57.710>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4679, 'Niedeggen', 'Daniel', 'F') 
<02:21:57.751>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4680, 'Ramazotti', 'Bastian', 'CHN') 
<02:21:57.751>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4680, 'Ramazotti', 'Bastian', 'CHN') 
<02:21:57.779>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4681, 'Lennox', 'Marcel', 'TUN') 
<02:21:57.779>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4681, 'Lennox', 'Marcel', 'TUN') 
<02:21:57.794>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4682, 'Miosga', 'Benedikt', 'CMR') 
<02:21:57.809>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4682, 'Miosga', 'Benedikt', 'CMR') 
<02:21:57.825>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4683, 'Burhenne', 'Keith', 'CHN') 
<02:21:57.825>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4683, 'Burhenne', 'Keith', 'CHN') 
<02:21:57.856>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4684, 'Militz', 'Freddie', 'F') 
<02:21:57.856>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4684, 'Militz', 'Freddie', 'F') 
<02:21:57.888>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4685, 'Sprenger', 'Mario', 'TUN') 
<02:21:57.888>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4685, 'Sprenger', 'Mario', 'TUN') 
<02:21:57.919>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4686, 'Knabe', 'Rudi', 'TUN') 
<02:21:57.919>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4686, 'Knabe', 'Rudi', 'TUN') 
<02:21:57.950>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4687, 'Collins', 'Matthias', 'CHN') 
<02:21:57.950>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4687, 'Collins', 'Matthias', 'CHN') 
<02:21:57.981>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4688, 'Fessi', 'Holger', 'USA') 
<02:21:57.981>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4688, 'Fessi', 'Holger', 'USA') 
<02:21:58.012>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4689, 'Turner', 'Anreas', 'GB') 
<02:21:58.012>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4689, 'Turner', 'Anreas', 'GB') 
<02:21:58.032>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4690, 'Nguentcheng', 'Freddie', 'CHN') 
<02:21:58.032>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4690, 'Nguentcheng', 'Freddie', 'CHN') 
<02:21:58.063>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4691, 'Klomann', 'Eberhard', 'D') 
<02:21:58.063>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4691, 'Klomann', 'Eberhard', 'D') 
<02:21:58.094>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4692, 'Lennox', 'Holger', 'USA') 
<02:21:58.094>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4692, 'Lennox', 'Holger', 'USA') 
<02:21:58.125>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4693, 'Klomann', 'Stefan', 'CMR') 
<02:21:58.125>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4693, 'Klomann', 'Stefan', 'CMR') 
<02:21:58.162>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4694, 'Hesse', 'Kai', 'USA') 
<02:21:58.163>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4694, 'Hesse', 'Kai', 'USA') 
<02:21:58.190>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4695, 'Militz', 'Peter', 'D') 
<02:21:58.190>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4695, 'Militz', 'Peter', 'D') 
<02:21:58.218>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4696, 'Horn', 'Florian', 'USA') 
<02:21:58.218>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4696, 'Horn', 'Florian', 'USA') 
<02:21:58.235>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4697, 'Horn', 'Mick', 'F') 
<02:21:58.235>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4697, 'Horn', 'Mick', 'F') 
<02:21:58.277>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4698, 'Heinz', 'Matthias', 'F') 
<02:21:58.277>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4698, 'Heinz', 'Matthias', 'F') 
<02:21:58.308>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4699, 'Richards', 'Holger', 'CHN') 
<02:21:58.308>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4699, 'Richards', 'Holger', 'CHN') 
<02:21:58.339>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4700, 'Englert', 'Franz', 'F') 
<02:21:58.339>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4700, 'Englert', 'Franz', 'F') 
<02:21:58.371>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4701, 'Hesse', 'Tao', 'I') 
<02:21:58.371>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4701, 'Hesse', 'Tao', 'I') 
<02:21:58.386>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4702, 'Bayer', 'Ilkem', 'USA') 
<02:21:58.386>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4702, 'Bayer', 'Ilkem', 'USA') 
<02:21:58.417>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4703, 'Hohmeyer', 'Nejib', 'GB') 
<02:21:58.433>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4703, 'Hohmeyer', 'Nejib', 'GB') 
<02:21:58.449>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4704, 'Lennox', 'Sebastian', 'F') 
<02:21:58.449>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4704, 'Lennox', 'Sebastian', 'F') 
<02:21:58.480>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4705, 'Turner', 'Bob', 'D') 
<02:21:58.480>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4705, 'Turner', 'Bob', 'D') 
<02:21:58.511>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4706, 'Nannini', 'Anreas', 'F') 
<02:21:58.511>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4706, 'Nannini', 'Anreas', 'F') 
<02:21:58.543>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4707, 'Hesse', 'Patricia', 'I') 
<02:21:58.543>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4707, 'Hesse', 'Patricia', 'I') 
<02:21:58.574>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4708, 'Schmitt', 'Michael', 'CMR') 
<02:21:58.574>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4708, 'Schmitt', 'Michael', 'CMR') 
<02:21:58.589>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4709, 'Klomann', 'Gaspard', 'TUN') 
<02:21:58.605>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4709, 'Klomann', 'Gaspard', 'TUN') 
<02:21:58.621>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4710, 'Kouada', 'Sinan', 'USA') 
<02:21:58.621>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4710, 'Kouada', 'Sinan', 'USA') 
<02:21:58.652>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4711, 'Militz', 'Phil', 'TUN') 
<02:21:58.652>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4711, 'Militz', 'Phil', 'TUN') 
<02:21:58.683>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4712, 'Tepel', 'Benedikt', 'D') 
<02:21:58.683>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4712, 'Tepel', 'Benedikt', 'D') 
<02:21:58.714>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4713, 'Englert', 'Bob', 'USA') 
<02:21:58.714>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4713, 'Englert', 'Bob', 'USA') 
<02:21:58.730>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4714, 'Ramazotti', 'Erdem', 'I') 
<02:21:58.730>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4714, 'Ramazotti', 'Erdem', 'I') 
<02:21:58.770>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4715, 'Ruppel', 'Bastian', 'USA') 
<02:21:58.771>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4715, 'Ruppel', 'Bastian', 'USA') 
<02:21:58.791>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4716, 'Knabe', 'Eros', 'CMR') 
<02:21:58.791>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4716, 'Knabe', 'Eros', 'CMR') 
<02:21:58.823>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4717, 'Hennecke', 'Andre', 'I') 
<02:21:58.823>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4717, 'Hennecke', 'Andre', 'I') 
<02:21:58.854>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4718, 'John', 'Susi', 'ID') 
<02:21:58.854>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4718, 'John', 'Susi', 'ID') 
<02:21:58.885>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4719, 'Schaefer', 'Ilkem', 'CMR') 
<02:21:58.885>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4719, 'Schaefer', 'Ilkem', 'CMR') 
<02:21:58.916>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4720, 'Nannini', 'Markus', 'I') 
<02:21:58.916>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4720, 'Nannini', 'Markus', 'I') 
<02:21:58.948>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4721, 'Richards', 'Pascal', 'GB') 
<02:21:58.948>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4721, 'Richards', 'Pascal', 'GB') 
<02:21:58.963>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4722, 'Schmitt', 'Sebastian', 'I') 
<02:21:58.963>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4722, 'Schmitt', 'Sebastian', 'I') 
<02:21:58.994>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4723, 'Militz', 'Keith', 'CMR') 
<02:21:58.994>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4723, 'Militz', 'Keith', 'CMR') 
<02:21:59.016>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4724, 'Pei', 'Daniel', 'F') 
<02:21:59.016>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4724, 'Pei', 'Daniel', 'F') 
<02:21:59.048>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4725, 'Lamps', 'Elton', 'F') 
<02:21:59.048>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4725, 'Lamps', 'Elton', 'F') 
<02:21:59.079>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4726, 'Ruppel', 'Hueseyin', 'GB') 
<02:21:59.079>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4726, 'Ruppel', 'Hueseyin', 'GB') 
<02:21:59.110>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4727, 'Horn', 'Hueseyin', 'GB') 
<02:21:59.110>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4727, 'Horn', 'Hueseyin', 'GB') 
<02:21:59.141>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4728, 'Schmitt', 'Simon', 'ID') 
<02:21:59.141>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4728, 'Schmitt', 'Simon', 'ID') 
<02:21:59.173>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4729, 'Bush', 'Guildo', 'I') 
<02:21:59.173>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4729, 'Bush', 'Guildo', 'I') 
<02:21:59.193>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4730, 'Fessi', 'null', 'TUN') 
<02:21:59.193>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4730, 'Fessi', 'null', 'TUN') 
<02:21:59.228>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4731, 'Lennox', 'Gianna', 'I') 
<02:21:59.228>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4731, 'Lennox', 'Gianna', 'I') 
<02:21:59.259>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4732, 'Nannini', 'Michael', 'TUN') 
<02:21:59.259>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4732, 'Nannini', 'Michael', 'TUN') 
<02:21:59.275>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4733, 'Nguentcheng', 'Gianna', 'TUN') 
<02:21:59.275>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4733, 'Nguentcheng', 'Gianna', 'TUN') 
<02:21:59.306>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4734, 'Knabe', 'null', 'CHN') 
<02:21:59.306>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4734, 'Knabe', 'null', 'CHN') 
<02:21:59.337>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4735, 'Nannini', 'Benedikt', 'CHN') 
<02:21:59.337>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4735, 'Nannini', 'Benedikt', 'CHN') 
<02:21:59.368>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4736, 'Hahn', 'Benedikt', 'USA') 
<02:21:59.368>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4736, 'Hahn', 'Benedikt', 'USA') 
<02:21:59.415>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4737, 'Englert', 'Anreas', 'D') 
<02:21:59.415>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4737, 'Englert', 'Anreas', 'D') 
<02:21:59.431>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4738, 'Fessi', 'Aymen', 'CHN') 
<02:21:59.447>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4738, 'Fessi', 'Aymen', 'CHN') 
<02:21:59.462>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4739, 'Mueller', 'Lukas', 'ID') 
<02:21:59.462>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4739, 'Mueller', 'Lukas', 'ID') 
<02:21:59.493>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4740, 'Heinz', 'Guildo', 'ID') 
<02:21:59.493>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4740, 'Heinz', 'Guildo', 'ID') 
<02:21:59.525>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4741, 'Nannini', 'Nejib', 'CMR') 
<02:21:59.525>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4741, 'Nannini', 'Nejib', 'CMR') 
<02:21:59.556>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4742, 'Reinel', 'Holger', 'USA') 
<02:21:59.556>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4742, 'Reinel', 'Holger', 'USA') 
<02:21:59.605>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4743, 'Meuer', 'Bob', 'USA') 
<02:21:59.606>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4743, 'Meuer', 'Bob', 'USA') 
<02:21:59.628>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4744, 'Scholz', 'Keith', 'CMR') 
<02:21:59.628>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4744, 'Scholz', 'Keith', 'CMR') 
<02:21:59.660>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4745, 'Niedeggen', 'Keith', 'I') 
<02:21:59.660>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4745, 'Niedeggen', 'Keith', 'I') 
<02:21:59.691>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4746, 'Hennecke', 'Patricia', 'D') 
<02:21:59.691>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4746, 'Hennecke', 'Patricia', 'D') 
<02:21:59.722>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4747, 'Scholz', 'Bob', 'CMR') 
<02:21:59.722>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4747, 'Scholz', 'Bob', 'CMR') 
<02:21:59.753>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4748, 'Heinz', 'Sinan', 'USA') 
<02:21:59.753>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4748, 'Heinz', 'Sinan', 'USA') 
<02:21:59.789>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4749, 'Gueclue', 'Rene', 'CMR') 
<02:21:59.789>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4749, 'Gueclue', 'Rene', 'CMR') 
<02:21:59.820>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4750, 'Gabriel', 'Tao', 'USA') 
<02:21:59.820>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4750, 'Gabriel', 'Tao', 'USA') 
<02:21:59.835>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4751, 'Hohmeyer', 'Guildo', 'CMR') 
<02:21:59.835>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4751, 'Hohmeyer', 'Guildo', 'CMR') 
<02:21:59.867>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4752, 'Tobert', 'Guildo', 'F') 
<02:21:59.867>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4752, 'Tobert', 'Guildo', 'F') 
<02:21:59.898>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4753, 'Maiwald', 'Sarah', 'GB') 
<02:21:59.898>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4753, 'Maiwald', 'Sarah', 'GB') 
<02:21:59.929>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4754, 'Lamps', 'Daniel', 'I') 
<02:21:59.929>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4754, 'Lamps', 'Daniel', 'I') 
<02:21:59.960>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4755, 'Hesse', 'Daniel', 'CHN') 
<02:21:59.960>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4755, 'Hesse', 'Daniel', 'CHN') 
<02:21:59.992>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4756, 'Dehler', 'Ilkem', 'D') 
<02:21:59.992>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4756, 'Dehler', 'Ilkem', 'D') 
<02:22:00.018>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4757, 'Bayer', 'Kai', 'I') 
<02:22:00.018>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4757, 'Bayer', 'Kai', 'I') 
<02:22:00.049>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4758, 'Dehler', 'Sascha', 'F') 
<02:22:00.049>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4758, 'Dehler', 'Sascha', 'F') 
<02:22:00.080>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4759, 'Ruppel', 'Erdem', 'GB') 
<02:22:00.080>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4759, 'Ruppel', 'Erdem', 'GB') 
<02:22:00.112>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4760, 'Stock', 'Melanie', 'TUN') 
<02:22:00.112>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4760, 'Stock', 'Melanie', 'TUN') 
<02:22:00.143>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4761, 'Gueclue', 'Jan', 'USA') 
<02:22:00.143>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4761, 'Gueclue', 'Jan', 'USA') 
<02:22:00.174>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4762, 'Lennox', 'Kai', 'F') 
<02:22:00.174>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4762, 'Lennox', 'Kai', 'F') 
<02:22:00.200>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4763, 'Tepel', 'Freddie', 'GB') 
<02:22:00.200>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4763, 'Tepel', 'Freddie', 'GB') 
<02:22:00.232>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4764, 'Nguentcheng', 'Mick', 'USA') 
<02:22:00.233>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4764, 'Nguentcheng', 'Mick', 'USA') 
<02:22:00.250>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4765, 'Turner', 'Susi', 'USA') 
<02:22:00.250>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4765, 'Turner', 'Susi', 'USA') 
<02:22:00.285>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4766, 'Mueller', 'Simon', 'GB') 
<02:22:00.285>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4766, 'Mueller', 'Simon', 'GB') 
<02:22:00.316>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4767, 'Bailleu', 'Kate', 'I') 
<02:22:00.316>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4767, 'Bailleu', 'Kate', 'I') 
<02:22:00.348>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4768, 'Pei', 'Kate', 'CHN') 
<02:22:00.348>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4768, 'Pei', 'Kate', 'CHN') 
<02:22:00.379>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4769, 'Stock', 'Gaspard', 'USA') 
<02:22:00.379>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4769, 'Stock', 'Gaspard', 'USA') 
<02:22:00.410>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4770, 'John', 'Freddie', 'D') 
